Id,favorite_count,party,retweet_count,text
1555,2198.0,jxcat,575.0,"Gràcies per tant, tots aquests dies. Creadors, artesans, artistes, amics de la nostra cultura que participeu a ⁦@SmithsonianFolk⁩ , sigueu la veu i els ambaixadors de Catalunya. Una forta abraçada! "
1556,434.0,cs,207.0,Necesitamos reformas en la educación y en el mercado laboral para dejar de tener un modelo de precariedad que expulsa a mucho talento. @CsCongreso ha propuesto un pacto por la educación y una ley contra la precariedad que responda a las necesidades de España en el futuro. 
1557,66.0,ppc,38.0,"El @PPCatalunya, que ganamos las elecciones, apostamos por una moción de censura en #Badalona para sacar a la alcaldesa de la CUP permitiendo un gobierno d transición hasta las elecciones de mayo. Pero @socialistes_cat tienen q explicar cómo gobernarán con sólo 3 concejales de 27 "
1558,424.0,ppc,206.0,"Va a ser que no. No “Tots som Òmnium”. Ni @omnium se ha presentado a las elecciiones, ni hemos votado a Òmnium, por tanto que los de Òmnium se paguen sus juergas del dinero de sus socios y no con los presupuestos de todos los catalanes. "
1559,22.0,ppc,2.0,"Nota per navegants: acostumo a respondre poc als que m'insulten per defensar allò en el que crec, però mai respondré a aquells que m'insulten amb poc més de 15 seguidors! Mai seré altaveu de la vostra intolerancia!"
1560,36.0,psc,20.0,La decisió de posar en llibertat els agressors de #LaManada és retrocedir molts passos enrere en la justícia amb perspectiva de gènere. Notícia indignant que ens allunya de la lluita per una igualtat real 
1561,13.0,ppc,9.0,"Quan @QuimTorraiPla diu que a Catalunya hi ha una crisi humanitària, es refereix a això, oi?
@PPCatalunya "
1562,378.0,comuns,165.0,"Comparto la emoción y el agradecimiento de @Lucia___M en el debate sobre #LeyViviendaPAH 💚
#SíSePuede "
1563,1388.0,erc,1033.0,"Hoy plenario Congreso @PSOE rechazará la propuesta de ley de modificación de la Ley de Amnistía d 1977 para q puedan  juzgarse los Crímenes de Lesa Humanidad cometidos por el Franquisme. Mucha tristeza y mucha indignación, nuestra y de tantas entidades y familiares de víctimas."
1564,856.0,cs,385.0,"Interesante entrevista a Manuel Valls sobre el futuro de Barcelona, España y Europa 👇 "
1565,148.0,psc,78.0,Batet pide a Torra evitar la “política partidista” en el aniversario de los atentados del 17-A  @lavanguardia 
1566,6485.0,cs,3052.0,"Me acaba de llamar Torrent. Es una vergüenza que sigan degradando el Parlament, utilizándolo como escenario para el show del procés y para seguir con el choque y el enfrentamiento. No tienen otro plan que un imputado por malversar fondos públicos con una grave situación judicial"
1567,3754.0,jxcat,1121.0,Fent república a Berlín amb el president @KRLS per comentar el pols polític de Catalunya. Estem encarant un moment polític greu en què calen solucions polítiques i no judicials. L'autodeterminació de Catalunya és el gran tema d'aquesta legislatura. 
1568,215.0,psc,106.0,"Lo nunca visto para el PSOE: ganaría en 40 provincias, Carles Castro @lavanguardia "
1569,140.0,psc,56.0,"Con @miqueliceta, @AmbBatet, @LluisaMoretSabi y @salvadorilla en el Comité Federal del @PSOE apoyando a @sanchezcastejon en la #mocióndecensura para constituir y formar un #GobiernoDigno "
1570,439.0,comuns,179.0,"Ens van dir que si estàvem indignats, ens presentéssim a les eleccions, després que no podríem guanyar, després que no podríem governar. Ens vam presentar, vam guanyar, governem a la capital de Catalunya, capital en inversió social de tot l'estat. Guanyarem. Felicitats @bcnencomu "
1571,17.0,psc,13.0,"Demanem que la Generalitat es posi les piles en donar una resposta al fenomen de l’ocupació de l’#habitatge. També al govern Colau, fent realitat allò que va prometre en habitatge i no ha fet  @socialistes_cat @PSCpolmunicip"
1572,9273.0,jxcat,5008.0,"Una nova i preocupant regressió jurídica, humana i de drets, i un nou atac frontal a les dones. El missatge que s'envia és pèssim en una societat europea del segle XXI #LaManada "
1573,17.0,psc,10.0,"Mucha suerte para la @SpainWpFem y @SpainWP en el campeonato de Europa de waterpolo @wp2018bcn que comienza mañana en Barcelona.  El deporte es cohesión social, valores, equipo. Barcelona os espera. ¡A ganar! #WP2018BCN💪🏼🤽🏼‍♀🤽🏾‍♂🤽🏽‍♀🤽🏻‍♂🏅 "
1574,23.0,psc,15.0,"Parlant amb els representants sindicals de @CCOOAJTBCN, @ugtcatalunya i @SapolSindicat per valorar el nou conveni laboral dels treballadors i treballadores municipals. El @pscbarcelona defensarem sempre unes condicions dignes per als treballadors/es públics/ques 👇🏼 "
1575,1869.0,cs,897.0,"🏛 Queremos que los libros de texto sean gratuitos en toda España y dejen de ser una pesada carga para muchas familias. La educación es un derecho, no debe haber barreras a su acceso para nadie. Es una cuestión de justicia e igualdad. "
1576,5.0,ppc,11.0,".@Albiol_XG a @raulromeva: té raó, jo i el @PPCatalunya sóm un mur pels que volen dividir Catalunya! #ElDebatTV3"
1577,384.0,ppc,251.0,"En seis años @marianorajoy nunca cedió a la pretensiones de los separatistas, @sanchezcastejon solo ha tardado seis días en pagar la primera factura de su investidura. Levantar el control económico del @govern que existía desde 2015. "
1578,44.0,psc,44.0,"Sectores de la antigua CDC negocian una alternativa moderada al PDECat, Fidel Masreal  vía @Elperiodico"
1579,100.0,erc,123.0,"Llegiu, llegiu... això va de drets inalienables, irrenunciables, irrevocables... drets existents, erga omnes, que s'exerceixen, sense més... "
1580,31.0,psc,11.0,"Salvador Illa: “La política es en buena medida gestos”, Iñaki Ellakuría  @lavanguardia "
1581,3809.0,jxcat,1207.0,"Moltes felicitats @InnovatW, merescut premi Inspire Award dels @VEXRobotics. I també al @ICGLleidaLlista, campions de la Copa CERS. Grans representants de Catalunya al món! "
1582,4372.0,jxcat,2017.0,Tous les peuples ont le droit à l'autodétermination. Dans le cadre catalan c'est celui des droits de l'Homme qui nous oblige : hors ce cadre il n'est pas possible de demander l'autodétermination  
1583,1.0,psc,1.0,"El nostre condol per la pèrdua d’en Joan, un lluitador compromès amb el benestar de la gent i els barris de Barcelona DEP @LluisRabell "
1584,3.0,ppc,1.0,#YoHeVotado para continuar con el cambio que el #PartidoPopular empezó hace cuatro años y medio! 
1585,4982.0,comuns,1245.0,"Respeto sinceramente los sentimientos religiosos.
Con la misma sinceridad, no respeto nada la censura ni el abuso de poder.
#mecagoendios 
#WillyToledoLibertad"
1586,8.0,psc,7.0,Cal prioritzar les polítiques de gènere amb tots els recursos possibles. Ser dona i mare no es pot convertir en una doble discriminació. Necessitem acabar amb la bretxa salarial  @_donesPSC @IgualtatPSC @socialistes_cat @pscbarcelona 👇🏼
1587,448.0,erc,541.0,"Mai negarem la memòria d’altres forces que, d'esquerres o no, també van patir les ires del feixisme "
1588,2649.0,cs,850.0,Mis sinceros deseos de recuperación a los siete agentes de la @guardiacivil heridos en #Ceuta. Es urgente que el Gobierno destine recursos suficientes para que nuestros servidores públicos puedan llevar a cabo su labor en las fronteras españolas sin que estos episodios se repitan
1589,29.0,psc,17.0,Amb la Ministra @MarotoReyes i @tcunillera ens reunim amb entitats del comerç i la restauració de #Barcelona. Treballem per protegir el sector comercial i promocionar l’economia local. Treball conjunt en una nova etapa a Espanya. 
1590,299.0,comuns,233.0,"Nuestra apuesta de Gobierno:

- Transversal
- Para todos los catalanes y catalanas - Que abandone la unilateralidad
- Sin coqueteos con el PP y el 155
- Agenda social en el centro

Hoy en @DebatAlRojoVivo👇 "
1591,9.0,psc,8.0,"President Trump has made 4,229 false or misleading claims in 558 days, report by Glenn Kessler, Salvador Rizzo and Meg Kelly "
1592,59.0,erc,28.0,"20 anys de la @fjirla, 20 anys d'indubtable compromís amb la justícia i la llibertat, intentant fer un món millor! Enhorabona! #20AnysIrla "
1593,3393.0,erc,959.0,"Comparteixo 100% el q em diu un ciutadà d BCN en sortir del Congrés: “si no feu govern, no ens torneu a venir a demanar el vot”.  Resposta: “té tota la raó, li ben juro q jo no vindria”."
1594,2069.0,erc,386.0,"A qui creu q no cal corregir: utilitzar  el terme ""fatxa"" referit a un partit o ciutadà demòcrates banalitza una ideologia perversa. I cal no fer-ho. Per això retiro la paraula. I punt."
1595,2998.0,cs,1367.0,"Sánchez es capaz de vender España a trozos para mantenerse en Moncloa  pero el independentismo no se está enfrentando a Sánchez, sino a más de media Cataluña y a todo un país democrático de la UE como es España. Mi entrevista de hoy en @elmundoes👉🏻"
1596,143.0,ppc,50.0,"Votando en esta importante jornada para el @PPopular. Animo a todos los afiliados del @PPCatalunya a participar y decidir entre todos el futuro de nuestro partido y de nuestro país.

#JuntosHacemosHistoria "
1597,23.0,psc,24.0,"Sánchez pide a Torra que abra un diálogo dentro de Catalunya, Lola García  @lavanguardia "
1598,256.0,comuns,231.0,"ERC continua apostant per la política fiscal de Puigdemont: no fer pagar més als que més tenen.

Nosaltres proposem:

⬆️Apujar l'IRPF als que guanyen més de 100.000€/any
⬇️Abaixar-lo 1 punt a les rendes inferiors a 20.000€/any

 "
1599,1695.0,ppc,952.0,"Por ahí no paso. @RaholaOficial sabes, se tiene que ser alguien muy indigno para insultar y menospreciar a los 31.000 vecinos que votaron mi candidatura en #badalona y que fue la primera fuerza política en 30/34 barrios. Esos que menosprecias, como personas, te dan 100 vueltas. "
1600,2476.0,jxcat,698.0,"Moltes gràcies @mariaxinxo per aquest meravellós retrat d'un llaç que ens agermana entre generacions i procedències. ""Jo també porto el llaç groc"", amb pròleg de Pep Guardiola. "
1601,1923.0,cs,1078.0,Existimos para defender las libertades y la igualdad de los españoles frente a sus imposiciones supremacistas. Y nacimos para denunciar el 3% que ustedes le estaban robando a todos los ciudadanos. Ahora el ‘mesías’ de la ruptura intentando echarnos la culpa a los queremos unión. 
1602,4290.0,erc,1735.0,"Dimarts a la Diputació Permanent @Esquerra_ERC planteja entre altres iniciatives, unes al voltant de:
1- Sentència TC i magatzem Castor (no pagar a Florentino Pérez).
2- Imam Ripoll i relació amb CNI
3- Retirada 155 i intervenció.
4- Paper Fiscalia tema presos.
5- Repressió 1-O."
1603,531.0,comuns,133.0,"Congratulations to the women of Ireland for the victory of #repealthe8th. Thanks to you, we're one step closer to a Europe where women's bodies are our own. "
1604,146.0,comuns,38.0,"#LacursaECI és una bonica tradició barcelonina que enguany fa 40 anys! Gairebé 50.000 veïnes i veïns corren avui per @pallapupas #NasVermell, molta força!
"
1605,8455.0,jxcat,3466.0,"“Voldríem l’exhumació de Franco de les institucions espanyoles, no de la tomba”  via @elpuntavui"
1606,346.0,cs,112.0,"Nuestros deportistas paralímpicos redoblan esfuerzos para superar obstáculos a diario. Son campeones dos veces y deben poder dedicarse al deporte con las mismas oportunidades, recursos, becas y premios que cualquier deportista. Es una cuestión de igualdad.
"
1607,54.0,erc,18.0,Us esperem demà a Barberà del Vallès per acompanyar els companys i companyes d’ @Esquerra_ERC en la presentació de l’alcaldable republicà @perepubill 
1608,44.0,psc,27.0,El compromiso de las y los @socialistes_cat es la vivienda como derecho. El plan del gobierno de @sanchezcastejon facilita los cambios necesarios para hacerlo posible  👇🏼
1609,348.0,comuns,97.0,"Per fi! Avui primer viatge en metro fins la Marina. Amb transport públic, accessible i digne per a tothom. Gràcies als veïns i veïnes per aquests 40 anys de lluita infatigable #BenvingudaL10 "
1610,7.0,ppc,10.0,"Camí de la república bolivariana, no sé si Maduro és aprenent o inspirador! @PPCatalunya 
"
1611,100.0,comuns,97.0,"Demà concentració per la llibertat de María José Alarcón que va tenir la valentia de denunciar l'estafa de BB Serveis i#AlaCarcelPor60 

 "
1612,1231.0,erc,415.0,"Volem ajudar les famílies i deixar de pagar una de les factures de llum més cares d’Europa. Des dels municipis lluitem per acabar amb la pobresa energètica.
"
1613,163.0,comuns,81.0,"Ningú havia previst que es formaria un nou Govern a Catalunya al mateix temps que es forma un nou Govern a Espanya. I els acords que són bons per fer fora M. Rajoy de Moncloa no ho són per fer avançar Catalunya? 

#Parlament "
1614,45.0,comuns,44.0,"Avui és l'últim dia per votar a les primàries de @podem_cat.

Teniu temps fins a les 20h.

Vota i participa!

👉  "
1615,157.0,comuns,86.0,"Defensarem el dret a l'habitatge davant dels especuladors amb totes les nostres competències però no és suficient: cal un gran pacte de ciutat per exigir la reforma de la llei d'arrendaments urbans i regular els lloguers. 
Escric sobre això a facebook:  "
1616,1439.0,cs,723.0,El gran historiador John Elliott habla claro: 'El independentismo catalán y el escocés se basan en disparates' 
1617,2579.0,cs,1486.0,"Ocupa la Generalitat con simbología separatista, reabrirá las embajadas pro independencia, recuperará las leyes de ruptura suspendidas por el TC, seguirá trabajando para la “República”... ¿qué más tienen que hacer para algunos entiendan que no se puede dejar de aplicar la CE? "
1618,11.0,erc,21.0,"La màgia, col·laboració i solidaritat les posem entre tots. No fallarem a la cita d’enguany! #NecessitemLaTevaMàgia "
1619,1026.0,cs,611.0,"La importancia del espacio público. Apuntes de la catedrática de derecho constitucional, Teresa Freixes, sobre la apropiación separatista de las calles. "
1620,5305.0,comuns,2222.0,Para C's desde la muerte de Kennedy hasta su derrota en la Mesa era culpa nuestra. Hoy se ha demostrado que no saben sumar ni construir alianzas #Parlament
1621,42.0,erc,18.0,"1. Rosa solidària a la solapa @Amicsgentgran 

2. Signatura pel #indyref @referendumpacte 

3. Lectures escollides  

Bon #santjordi2017 !! "
1622,8581.0,jxcat,3559.0,"Ben fet. Els qui fins fa unes hores encara eren els amos i senyors dels ressorts de l'Estat hauran de retre comptes, encara que haguem de tenir molta paciència per veure-ho, dels seus abusos i violacions de drets. "
1623,2242.0,erc,577.0,"Un govern espanyol d @PSOE q té suport d @ahorapodemos serà més dialogant q no pas un govern @PPopular amb suport de @CiudadanosCs 
Ergo, som en un escenari millor. Ara cal q el nostre Govern ho faci bé, q posi el llistó ben alt en governança i només accepti relacions bilaterals."
1624,2441.0,jxcat,839.0,"Congratulations to the Armenian people on the 100th anniversary of the founding of the First Armenian Republic. Շնորհավորում ենք համայն հայությանը' Հայաստանի Առաջին Հանրապետության 100 ամյակի առթիվ: Catalonia wishes you freedom, peace and prosperity. #Armenia100 "
1625,32.0,comuns,21.0,"Luchas que son de justicia, luchas que nos dignifican a todos y a todas y luchas que tenemos que ganar frente a los fondos buitre #Les150EnsQuedem @AvdBarcelona113 

"
1626,33.0,erc,68.0,"EXCLUSIVA 
C's: si et presentes amb un programa electoral, i tens majoria, no pots aplicar-lo si això implica canviar les lleis!
#Parlament"
1627,1561.0,cs,671.0,"Hoy hemos registrado en el Parlament la ley de protección a los denunciantes por corrupción, una ley para ofrecer garantías y proteger a los valientes que se atreven a denunciar las malas prácticas en la administración pública 👇🏻
"
1628,1266.0,erc,745.0,"Juntes, sempre, contra totes les formes de masclisme i d’odi i en la construcció d’una República justa. Estem amb tu, @AnnaGaSabate! "
1629,793.0,cs,447.0,"“A ver cuándo aprendemos que la Administración se dirige, no se ocupa”. Análisis de @cyarnoz sobre el sinfín de dedazos que acumula Sánchez desde que llegó a La Moncloa sin pasar por las urnas. "
1630,1064.0,cs,689.0,"Conseller de la Generalitat dice que hay que abrir las cárceles ya (para que salgan los presos separatistas); teniendo en cuenta que es Torra quien controla las prisiones y que no descarta hacerlo, esta declaración es muy preocupante. ¿Esto es ""agenda de normalidad"", sr. Sánchez? "
1631,14.0,psc,7.0,A #LaBrúixola d’@OndaCero_cat amb @robert_calvo he parlat de la reprovació al Sr. Torra que el @pscbarcelona portarà al proper #PleBCN. També del Pla de futur per a #CiutatVella i el nostre Informe d’Habitatge. Barcelona necessita un canvi de rumb 👇🏼 
1632,1.0,ppc,3.0,Declaración institucional Círculo de Empresarios sobre Cataluña: Unidos en la diversidad | Círculo d... | @scoopit 
1633,7169.0,jxcat,4631.0,".@desdelamoncloa hacen honor a su posición como ejemplo internacional de creación de #FakeNews Un intento vergonzoso de reescribir lo que ha sucedido en Catalunya con la ayuda de su prensa, sus jueces, su policía y sus cloacas. 

Pero la verdad prevalecerá.
No olvidamos.
#1Oct 🎗 "
1634,3326.0,jxcat,1238.0,"Fa goig veure el nostre país davant del Capitoli. A l'@SmithsonianFolk 
els ambaixadors de la cultura popular catalana seran el centre d’atenció de milers de representants de tot el món.
#2018Folklife "
1635,1.0,ppc,1.0,"Havíem discrepat molt, per això també havíem parlat molt. Esteve, rep un comiat entranyable! "
1636,101.0,psc,54.0,"La Crida haurà de decidir si vol optar pel camí possible del diàleg o tornar a una via fracassada, la de la unilateralitat i la il.legalitat. "
1637,65.0,ppc,27.0,"⚽️ Ambientazo en la #SistrellsCup18 que otro año más reúne al mejor futbol infantil nacional. 

Enhorabuena al @cf_sistrells por la excelente organización a pesar de las pocas ayudas que recibe del Ayuntamiento #Badalona "
1638,141.0,erc,149.0,"Perseguir la mesa del #Parlament per fer que les diputades debatem reglamentàriament sobre idees polítiques, no és democràtic #lovedemocracy"
1639,2641.0,cs,1881.0,"Madeleine Albright: ""Lo que vemos en España con Cataluña ya lo vimos en Yugoslavia""  vía @elmundoes"
1640,75.0,comuns,39.0,"️Els ajuntaments de BCN, L'Hospitalet i El Prat hem presentat l'estratègia conjunta #DeltaDelLlobregat, un pla clau amb 30 projectes per reimpulsar l'economia metropolitana de la propera dècada. L'objectiu és triple: Habitabilitat, sostenibilitat i impuls de sectors estratègics. "
1641,680.0,erc,157.0,Gairebé 300 persones al Sopar Groc de Sant Sadurní. Solidaritat amb els presos políticos i exiliats i suport a llurs famílies. 
1642,165.0,erc,204.0,El panorama de les pensions a l'Estat espanyol és desolador. La forma de garantir-les és amb la #República! 
1643,1014.0,cs,529.0,"Si el PSOE no cumple de una vez el pacto de investidura en regeneración y sigue impidiendo junto al PP la supresión de los aforamientos políticos en Andalucía, se acabó. 
 "
1644,160.0,comuns,147.0,"La BCN de Trias no va reclamar que la Generalitat financés les escoles bressol tal com deia la llei. Una Generalitat que ha aportat 0€ a les escoles bressol públiques.

@AdaColau demostra que es possible fer les coses d'una altra manera👇🏼 "
1645,816.0,erc,207.0,L’independentisme ha de tenir com a objectiu prioritari fer prevaler la bandera del diàleg i aconseguir que el Govern @sanchezcastejon rectifiqui i reconegui q s’ha d dialogar sobre totes les opcions possibles xq tots els catalans s’han de sentir inclosos en el diàleg.
1646,1175.0,comuns,807.0,"Mientras el gobierno intentó culpar d la contaminación a las ciudades, hoy España se libra de una multa europea gracias a las medidas valientes de BCN y MAD. Ahora toca q el gobierno colabore en la batalla y aumente la financiación del transporte público  "
1647,23.0,ppc,34.0,"Los que nunca se han tenido que agachar para mirar debajo del coche, son los que en @parlament_cat aplauden a #OtegiNonGrato. @PPCatalunya"
1648,3282.0,cs,1538.0,"🎥 Poner pancartas contra el jefe del Estado en Barcelona, plantar enormes lazos amarillos en el acto de homenaje en Alcanar o animar a los comandos separatistas en su boicot al #17agosto es vergonzoso. Quien no respeta ni a las víctimas no es un demócrata."
1649,7.0,psc,4.0,"La crisis entre EEUU y Turquía, editorial de El Periódico de Catalunya  vía @Elperiodico"
1650,1897.0,cs,1148.0,"Cuando gobernemos suprimiremos la figura arbitraria del decreto-ley, como llevamos en nuestro programa. #PPSOE llevan toda la vida abusando de este mecanismo, burlando la separación de poderes y degradando nuestras instituciones con sus cacicadas. Sánchez está batiendo el récord. "
1651,2452.0,ppc,1395.0,Aquí Artur Mas sufriendo en primera persona las consecuencias de vivir en un Estado opresor que encarcela a los políticos  por sus ideas. Cuanto sufrimiento!!!😭😭😭 
1652,1660.0,cs,1047.0,"El 90% del tiempo de la reunión,  Torra y Sánchez hablaron de cómo separar a Cataluña del resto de España (la obsesión del Govern; para él la sanidad o la educación son temas menores) pero Sánchez dice que la reunión fue muy bien y que todo muy normal. El PSOE no aprende "
1653,821.0,jxcat,213.0,"“Finalment submergida l’ombra del vell temps
al fons orb del celler
compassarem la cadència del pas per camins ignorats
buscant les genuïnes arrels a les paraules mítiques
de pau i llibertat”
Zoraida Burgos
#elnostremoment "
1654,312.0,cs,102.0,👩🏼‍🍳👨🏻‍🍳 Alta cocina e inserción laboral se unen en @UniversoSanti ofreciendo a personas con discapacidad la opción de desarrollarse profesionalmente en un entorno de excelencia gastronómica. ¡No os lo perdáis! 
1655,406.0,comuns,216.0,"Els fons voltors assetgen la nostra ciutat i el dret a l’habitatge dels nostres veïns. Seguim fent tot el possible cas a cas, però necessitem una legislació estatal que impedeixi l’especulació, no q la fomenti com fa el PP! "
1656,31.0,erc,69.0,"La @mirellacges pregunta, Rajoy respon: un altre NO al 80% de catalans que saben que un referèndum és la solució.

"
1657,137.0,comuns,30.0,Felicitats a @omnium per una gran Assemblea General i una abraçada molt gran a @jcuixart. 
1658,1181.0,jxcat,346.0,"Honorem amb la Creu de Sant Jordi homes i dones d’aquest país i entitats que l’han fet millor, més culte, més sensible, més just, més solidari, més lliure. Enhorabona a tots els premiats! "
1659,25.0,psc,12.0,Condemna total i rebuig per un nou assassinat per #violènciamasclista a #Badalona. Acabar amb aquesta xacra que ens afecta a tots i totes requereix del màxim esforç social i institucional. Ni un pas enrere en la defensa de la #igualtat #NiUnaMenys 
1660,102.0,comuns,47.0,"Els #PremisCiutatBCN són els guardons q reconeixen creació, investigació, producció i talent fet a Barcelona. Moltes felicitats a creadores, col·lectius i organitzacions guardonades, feu de BCN una ciutat q estima cultura i ciència i gràcies a aquest amor és més forta i valenta "
1661,11256.0,jxcat,4750.0,"Avui els carrers de #Barcelona han de tornar a omplir-se de llibertar: Perquè surtin els #presospolítics de les presons on no haurien d'haver entrat mai, perquè els exiliats puguem tornar amb les famílies, perquè ningú més tingui por d'expressar les seves idees #Freetothom 🎗 "
1662,1164.0,cs,274.0,"¡Muchas felicidades a nuestra selección femenina de #waterpolo 🤽‍♀️ por ese fantástico bronce en el Europeo de Barcelona! Orgullosos de vuestro talento y entrega. 💪🏻🇪🇸 #WP2018BCN @SpainWpFem

"
1663,10625.0,jxcat,5681.0,"Quanta, quanta feina. Que trist que un crit de guerra i d'odi, expressat coralment i desfermat, passi el sedàs de la normalitat. "
1664,1.0,ppc,4.0,"Ban Ki Mun: ""Catalunya no está en la categoría de territorios con derecho a la autodeterminación"" "
1665,51.0,comuns,24.0,Constitucio del Grup Motor de ⁦@ecpsantacoloma⁩ construint el futur. Felicitats! 
1666,7682.0,jxcat,4524.0,"C'est insolite: L'Espagne a négocié avec le groupe terroriste ETA qui a assassiné des centaines de personnes. Mais elle est incapable de dialoguer avec nous, qui n'avons tué personne et sommes passés par les urnes. C'est inacceptable

📑 @letemps:  "
1667,2031.0,jxcat,725.0,"“La Suisse représente un rappel de ce que l'Espagne n’est pas”. A Tribune de Genève, avui. Suïssa, la meva segona pàtria. "
1668,186.0,ppc,113.0,Todo mi apoyo y el de @PPCatalunya a nuestra compañera @NoeliaArroyoHer ante los comentarios inaceptables de este personaje #YotambienSoyRubiayMepintoLosLabios 
1669,919.0,jxcat,356.0,"Estimada @CarmeMiroAlaix , l’#EM no ens pararà! Tot el suport, tota la solidaritat i mullem-nos avui i cada dia #mullat25anys "
1670,3735.0,erc,812.0,"Avui declaren al Suprem tres bones persones, compromeses amb la democràcia. Jordis i Quim, us volem a casa! #LlibertatPresosPolítics"
1671,21.0,psc,13.0,"Ramon Espadaler: “En Catalunya hace falta una mayor empatía”, Iñaki Ellakuría  @lavanguardia "
1672,2904.0,jxcat,936.0,En nom del poble català vull expressar el meu més sentit condol per la mort de Kofi Annan. Sempre al costat de la pau i la llibertat. Recordarem especialment les seves paraules a favor del diàleg i la negociació per resoldre les aspiracions de llibertat de Catalunya @TheElders 
1673,851.0,cs,349.0,"Los demócratas que sí estaremos junto a las víctimas, no les echaremos de menos. "
1674,76.0,psc,51.0,"El Gobierno recurre la reapertura de las “embajadas” catalanas, Pere Ríos  via @el_pais"
1675,637.0,erc,221.0,"Dimarts al matí a la Comissió d’Investigació sobre el finançament fraudulent del PP, @Esquerra_ERC a través del diputat @gabrielrufian preguntarà a Aznar. D’interès!"
1676,2.0,ppc,4.0,Mas diu que la Generalitat no és una subhasta de peix. Cal reconèixer que és una apreciació imprescindible després del viscut!
1677,354.0,comuns,154.0,"Bona reflexió de @jordievole extensible a tots els que haurien d'estar a casa aquestes festes i a tots i totes els que han de sentir de nou que aquest país és el nostre país

"
1678,84.0,psc,45.0,.⁦@socialistes_cat⁩ felicitem la ⁦@FCampalans⁩ per organitzar el col.loqui sobre els fets del 6 i 7 de setembre de 2017 amb ⁦@eniubo⁩ ⁦@jcoscu⁩ ⁦@AstridBarrio⁩  ⁦@ArgeliaQueralt⁩ i ⁦@FerranPedret⁩ Analitzar els errors per no repetir-los! 
1679,846.0,erc,603.0,Sort que a la majoria de la gent li resulta impossible aquesta associació d'idees: #referèndum i terrorisme... 
1680,597.0,erc,236.0,"Un dia més davant del Tribunal Suprem. Han optat per la venjança i la crueltat per barrar el pas a una demanda cívica, pacífica i democràtica. Són tan febles democràticament que sols tenen la violència institucional. "
1681,2179.0,erc,661.0,".@miqueliceta ets lliure d dir el q creguis, xò dient el q has dit no ets objectiu ni solidari amb el patiment dels presos i d la gent q hi pateix. De fet, coneixent @junqueras estic convençut q si algun dirigent @socialistes_cat o tu mateix  fos a presó,  ja l’hagués visitat."
1682,2024.0,jxcat,396.0,"“I trencaré tots els vidres
de la teva antiga joia:
sols tindràs la llibertat
que ordenarà el meu somriure”

Agustí Bartra (L’evangeli del vent, Adesiara)"
1683,5.0,ppc,13.0,"Quina obsessió que tenen els indepes en què me'n vagi de Cat, precisament jo defenso que a Cat hi cabem tots!"
1684,2153.0,cs,1349.0,"Repaso de Fernando Savater al Gobierno Sanchez ante el menosprecio de la ministra de Educación a la Alta Inspección del Estado sobre el adoctrinamiento en Cataluña: 
""Si el contenido de los libros es indiferente, ¿para qué educamos?"" "
1685,242.0,comuns,92.0,"L’@AdaColau i jo ens presentem amb un equip que faci de la diversitat una riquesa i que reculli totes les sensibilitats fent el que el nostre espai fa millor: no incloure merament les diferències, sinó buscar superar-les en un projecte comú.

👉  "
1686,1032.0,erc,409.0,"Mai odiarem malgrat ens odiïn.  Mai abonarem la violència malgrat la facin servir contra nosaltres. En tenim prou amb els nostres ideals democràtics, cívics i pacífics i amb la nostra memòria.
"
1687,705.0,ppc,345.0,"Si en los actos de recuerdo a las victimas del 17-A que se celebrarán mañana los abducidos de los CDR organizan un akelarre separatista, el responsable de lo que allí ocurra será el President de la Generalitat @QuimTorraiPla."
1688,6831.0,jxcat,2146.0,"M'agradaria molt poder ser demà dilluns dia 25 a l'homenatge que l'@ateneubcn dedica a en Josep Ma Espinàs, amb en Xavier Pla i en @XavierAntich. Com que no hi podré ser, li he enviat aquest vídeo que comparteixo amb tots vosaltres. Una forta i agraïda abraçada! "
1689,9452.0,jxcat,2919.0,"Tot el meu suport i escalf als consellers i diputades que avui han de declarar davant dels qui no entenen la democràcia. Estimades @ForcadellCarme, @dolorsbassac i @martarovira, un immens agraïment pel vostre compromís i la tasca que heu fet aquests anys. Estem al vostre costat!"
1690,3999.0,erc,1399.0,"Trist q una persona nascuda a Catalunya, casada amb una ciutadana catalana i amb 2 fills, et digui quant al 21-D ""los catalanes vaís a perder"". Resposta: No! Guanyaran els  catalans indepes o els catalans no indepes! I qui se senti també espanyol hi té tant de dret com el q no."
1691,48.0,ppc,25.0,"📺 Hoy, a partir de media noche, me entrevistan en @debatedela1_tve. ¡Os espero!

#JuntosPPC "
1692,318.0,ppc,181.0,Brillante la intervención del ministro @IMendezdeVigo en el @Senadoesp contestando a una senadora de @Esquerra_ERC 👏👏👏👏 
1693,365.0,ppc,212.0,El @PPCatalunya vamos a pedir hoy mismo una investigación sobre los dos conductores de la Generalitat que acompañan al fugado Puigdemont. Si es así pediremos una dura sanción y su responsable tendrá que dar muchas explicaciones.  vía @abc_es
1694,1365.0,cs,842.0,Los paniaguados supremacistas se ganan su condición de multimillonarios insultando a los catalanes que defendemos la unión y la convivencia mientras drenan el dinero público de TV3 con sus productoras. 
1695,2383.0,cs,1422.0,Las sanciones contra los ciudadanos que retiren lazos amarillos exponen al Govern al delito de prevaricación. 
